Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Uganda;UGA;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,6000000;;;0,5338985;6,8000000;2,8111043;3,9449477;5,0747118;6,1996341;7,3988905;8,6000000;7,8000000;10,5287848;11,5736742;8,9000000;9,0000000;14,8051138;15,9197969;10,0000000;12,1000000;14,6000000;20,4740047;13,9000000;20,4000000;18,5000000;26,7000000;32,3853493;41,9200000;41,3000000;42,1394768;45,2203484;
Ukraine;UKR;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;99,1354828;99,2014236;99,2588272;99,3146820;99,3760071;99,8855617;99,5428619;99,8000000;99,7878723;99,9001541;99,9698334;99,9957733;99,8674912;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;
Upper middle income;UMC;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,3286201;94,7712826;95,2389457;95,4617269;95,7944074;95,6555614;96,6152154;96,7507373;97,2212951;97,6137314;98,1568532;98,3751414;98,6804825;98,8010796;98,8953460;98,7398750;98,9810413;99,1445322;99,1534154;99,2359446;99,1784183;99,4039817;
Uruguay;URY;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,1823120;96,3630600;96,5424500;96,7197952;95,9000000;97,0656509;97,2328033;97,3951111;97,6418152;97,7260132;97,8016663;97,8757782;97,9553528;98,0474091;98,5054260;98,6926360;98,7843550;99,1000000;99,3000000;99,1700000;99,6000000;99,6118080;99,6570850;99,7094800;99,7000000;99,8000000;99,8000000;99,9000000;100,0000000;100,0000000;
United States;USA;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;
Uzbekistan;UZB;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,6000000;99,3797455;99,4493484;99,5141144;99,6251602;99,5931473;99,7000000;99,5104904;99,4738617;99,4496994;99,4900961;99,4607391;99,4938965;99,5404434;99,5965424;99,6583481;99,7220154;99,7837219;99,8403931;99,8920898;99,9363708;99,9721069;99,9921875;99,9989929;100,0000000;99,9000000;
St, Vincent and the Grenadines;VCT;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66,8000000;69,1144333;70,4648438;71,8138962;73,1609039;74,5052032;75,8460922;77,1829071;78,5148773;79,9553223;82,4100000;82,4462204;83,6858597;84,9309616;86,1885376;87,4653625;88,7900000;90,0779343;91,4062119;92,7440414;94,0875778;95,4329910;96,7764282;98,1148376;99,4482651;99,7442474;99,9655151;100,0000000;100,0000000;100,0000000;100,0000000;
Venezuela, RB;VEN;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,8202030;98,2395325;98,3233337;99,0000000;98,4841309;98,7000000;98,4000000;98,9000000;98,9000000;99,9000000;99,8000000;95,7000000;99,1000000;98,7767563;99,3000000;98,8523712;98,9178162;98,9966583;99,0850449;98,8400000;99,2751007;99,3690948;100,0000000;100,0000000;99,4000000;99,2000000;99,8781967;99,8447800;99,9163208;99,9877167;
British Virgin Islands;VGB;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,6065598;94,8247375;95,0428009;95,2601929;95,4762192;95,6902008;95,9014740;96,1093369;96,3131256;96,5120773;97,1457672;97,2484207;97,3425293;97,4350967;97,5331268;97,6436310;97,7733994;97,9239960;98,0918198;98,2730331;98,3000000;98,6602631;98,8586044;99,0549774;99,2463150;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;
Virgin Islands (U,S,);VIR;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;
Viet Nam;VNM;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78,4000000;86,1759872;86,9944382;88,2350998;88,9198990;89,1000000;90,2708664;90,9510422;96,1000000;96,0000000;93,0883560;93,8383331;96,1000000;97,4300000;99,0000000;97,8900000;98,5282669;99,2000000;99,2542114;99,2000000;100,0000000;100,0000000;99,4000000;99,8000000;100,0000000;
Vanuatu;VUT;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,0000000;12,9416437;14,7923613;16,6396790;18,4829178;19,1000000;22,1869354;23,9569378;25,7183952;27,4783115;29,2436962;31,0215530;26,4400000;33,6246201;36,4717941;33,2911152;44,1000000;42,0422897;43,9079819;31,7000000;49,1151237;52,2605629;57,8200000;62,8000000;61,5989914;64,5021820;67,2990570;70,0427704;
World;WLD;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73,3502503;74,6578535;78,3643758;78,8454376;79,2303259;80,0930970;80,0635553;80,8359489;81,4688644;82,0949972;82,7881258;82,9835069;83,5659069;84,6244476;85,0586608;85,8165221;86,3052222;87,0227308;88,1896305;89,0169615;89,8918722;90,1935622;90,4827031;91,4140956;
Samoa;WSM;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78,8000000;81,6401672;82,4245911;80,0000000;83,9886932;84,7669983;85,5419083;86,3127441;87,0787277;88,0274048;88,6528015;89,2696457;89,8849564;90,5057297;91,1389771;96,3717297;92,4648209;98,1000000;97,9000000;96,4112015;96,6685747;96,7786713;97,0029907;97,9000000;98,1554260;98,8603821;96,8000000;99,8192749;99,2000000;100,0000000;98,3000000;
Kosovo;XKX;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;100,0000000;;;;;;;;;;;;;;;;;;;;;;;
Yemen, Rep,;YEM;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44,1000000;40,7747154;41,9851341;43,1935120;44,3991699;42,6000000;46,7996101;47,9929466;49,2392311;50,3643227;51,4808693;52,5958748;49,5900000;54,8492928;55,8003346;57,1745338;58,3647995;59,5684509;60,7816544;62,0005608;52,4100000;75,6000000;66,1000000;67,4148865;68,8558655;79,2000000;62,0000000;72,7765732;73,8534622;74,8771973;
South Africa;ZAF;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57,6000000;69,4833527;64,9000000;71,3317871;72,3950272;70,2000000;76,7000000;78,8000000;80,6000000;80,8000000;80,7000000;82,0000000;81,9000000;82,6000000;82,8000000;83,6000000;85,2000000;85,2000000;85,9000000;85,3000000;83,9000000;84,4000000;84,7000000;85,0000000;90,0000000;89,3000000;
Zambia;ZMB;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,9000000;12,7527027;19,2000000;14,2132072;14,9417591;15,6682720;17,3000000;17,1124592;19,0000000;18,5402451;16,7000000;20,2082119;17,4000000;18,5000000;20,3000000;23,2827358;24,0823269;18,5000000;25,7404099;26,5914516;22,0000000;28,3183384;29,1865044;30,0527020;27,9000000;31,1000000;35,3772202;40,3000000;40,2293396;43,0000000;44,6040688;46,6851158;
Zimbabwe;ZWE;Access to electricity (% of population);EG.ELC.ACCS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,2000000;31,1636677;28,1000000;31,9485798;32,3372955;32,7226105;33,1038475;38,4000000;33,6789322;34,1705093;34,2000000;35,1350288;35,6219902;36,1214218;37,2000000;37,1796341;37,7363853;43,3690819;38,8862076;36,9000000;44,0000000;40,6441612;32,3000000;33,7000000;42,4655876;43,9790649;45,4002876;46,6820946;52,7476675;48,9799271;
Aruba;ABW;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0284933;;;2,2297210;3,7775287;4,1559774;6,3778081;13,8142217;16,8348279;58,4408424;67,3341977;75,4598117;105,1838786;109,4556693;114,0409598;117,3566698;123,2764603;129,0166512;131,3507803;;132,2077719;134,9144635;134,8533699;135,2427175;;;;132,4665076;132,2887836;132,3496283;
Africa Eastern and Southern;AFE;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0013426;0,0025821;0,0030601;0,0058242;0,0160282;0,1177206;0,1643007;0,2854219;0,5378939;0,9631351;1,5364968;2,5318746;3,4851127;4,5973934;6,0798890;8,0154476;12,5913199;16,9490525;21,6849920;28,1203044;32,6088890;38,5271320;48,0159935;52,7679766;57,6880768;61,9358161;67,2938732;64,2849546;64,2226191;72,3171816;68,7369988;71,0609338;75,8584212;78,3806072
Afghanistan;AFG;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,1190462;0,8831921;2,5473866;4,9157782;9,9059527;18,0212398;29,8893159;38,3417283;36,2396554;47,1735955;50,3507970;53,2863404;56,2631430;58,3910960;62,3710962;67,1364149;59,9026478;59,7838790;58,1902139;56,5544346;
Africa Western and Central;AFW;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0004056;0,0055812;0,0095957;0,0125531;0,0258563;0,0465888;0,0980257;0,2062268;0,5308927;1,0498762;2,0947796;3,3230917;6,4604633;11,1025063;18,7872335;25,0392998;36,8661002;44,3449800;52,2722373;58,2498725;67,1094647;75,0120031;80,2975321;85,2005633;84,8391680;83,2253791;92,5819748;93,1335682;98,4045687;96,5046440;106,8521970
Angola;AGO;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0084367;0,0135492;0,0143327;0,0229293;0,0474207;0,0639037;0,1512216;0,1574107;0,4426976;0,7992629;1,9311046;3,9422251;8,2829746;15,1501264;23,7284122;31,2258218;36,0295826;40,2469207;49,7677677;50,7581419;50,8096416;51,8002928;49,3624492;44,5935080;44,1064454;42,4909491;45,8377414;43,8100906;44,4237317;67,3734743
Albania;ALB;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0703078;0,1014224;0,1732579;0,3431143;0,9362292;12,4508024;27,2446328;35,5642807;41,1278310;50,4592378;63,5910391;78,0366414;63,0023014;84,0712005;92,4134002;106,8724501;121,0154371;127,6745800;116,4887372;117,9871153;116,9622462;125,9205273;94,3644676;91,5164286;91,3505006;92,3199204;97,8857068
Andorra;AND;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;1,3442033;1,3185476;1,2844668;4,4892576;8,5553494;13,3236449;21,6564907;31,3761328;35,6183243;43,3928045;46,2821816;70,2129675;75,8660133;80,8759051;86,0184493;81,2391260;84,4152258;87,4031848;91,5770634;92,1720893;89,9355039;89,5818737;92,4869454;99,4285396;104,9517508;108,8046481;110,1329103;115,1500465;103,4491634;118,6729762;142,2141211
Arab World;ARB;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0013914;0,0020645;0,0027754;0,0045439;0,0114897;0,0174496;0,0198658;0,0288732;0,0391611;0,0567169;0,0642451;0,0818781;0,1053058;0,1976513;0,3546232;0,6081511;0,9281462;1,4766799;3,1423557;5,6744699;8,4137898;11,4425321;16,6252189;26,4479394;38,2910994;51,6630400;61,7078304;74,4957914;85,6094565;94,4751849;100,3008419;104,7413988;104,2421096;102,9974390;100,4249790;98,1963032;96,4014580;96,7326520;96,2300337;99,2339506;102,9255685
United Arab Emirates;ARE;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;;;;;;;;;;;;;;;;;;;;;;;0,1995109;0,2879832;0,3772746;0,5743960;0,7619674;0,8700375;0,8209988;1,3922002;1,7671227;2,1414242;2,3116096;3,1748531;3,9281691;5,2986292;7,5341611;11,2658305;16,8865473;26,8684447;43,6021315;55,2748569;66,8217447;77,9435015;92,2315135;105,9133477;112,6626827;131,6533802;133,8983849;133,5212478;128,8176608;136,7594244;158,9763381;183,5446297;190,3476162;201,2197290;221,3087720;218,6322987;219,7006730;212,8044390;197,8438703;194,7336208;212,2208173
Argentina;ARG;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0071505;0,0367673;0,0755156;0,1387917;0,3291481;0,6992523;1,1600576;1,8848037;5,6094333;7,3713124;10,5008205;17,5015229;17,9874667;17,3333381;20,4874847;34,9438938;56,7088351;79,8199198;101,3182303;115,4815533;128,9999606;138,8859542;146,2467408;153,3349717;158,9154655;142,9902363;142,9639551;145,9179567;140,5014607;131,9371685;125,9409814;121,6001889;130,4550081;132,3578095
Armenia;ARM;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0090939;0,1528389;0,2416565;0,2545516;0,5518660;0,8140092;2,2978463;3,7086646;6,6316344;10,4370963;41,6245772;62,4555776;48,3337752;73,9298640;131,1938086;109,6360981;114,0136240;115,3337511;119,6962210;120,3535058;119,8452458;122,3218158;126,1831509;128,2969735;124,3508359;128,9613590;135,2539805
American Samoa;ASM;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;;;;0,0000000;0,0000000;1,3978194;1,7587056;2,2949816;2,3407801;2,3853211;2,5189823;2,6500362;3,1253256;3,4209171;3,6965915;3,4996648;3,6244391;3,9044876;;;;;;;;;;;;;;;;;;
Antigua and Barbuda;ATG;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;;0,0000000;;;;;;1,8625176;1,9657952;2,0669129;11,5143387;29,3118380;32,8019419;49,4915474;59,0465456;68,4055181;107,6763200;136,1958564;137,0232638;164,0725036;159,6103343;196,0091020;202,9401930;145,2893674;129,2224595;134,5208212;195,6860129;198,7544720;201,9337350;;199,7481436;198,5668652;197,3825359;
Australia;AUS;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0272030;0,1913481;0,5627869;1,0848367;1,6875546;2,8460981;3,9134479;6,8518139;12,4534807;21,9088181;24,8665825;26,4384907;33,5888319;45,0205945;57,8341506;65,0549470;72,8311119;82,7099307;91,3159114;96,5455174;102,0602734;104,1045379;102,4888541;102,1836974;106,4049909;107,0777947;107,9103290;106,7765212;108,1853261;109,7343698;108,4165835;110,6519296;110,2962200;105,2315790;104,5172138;107,0312028
Austria;AUT;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,1290909;0,2524564;0,3462980;0,4866188;0,6656831;0,9597682;1,4879756;2,1994267;2,7938170;3,5058123;4,8259811;7,5233088;14,5561248;28,7479899;53,1872484;76,3629609;81,3595060;83,3767381;89,5801335;97,8067282;105,3234981;112,2552739;119,4976758;129,9823149;137,0500745;146,3739125;155,1932739;161,1931998;156,5179428;151,5621925;155,8663134;126,8182509;123,4328495;124,2461975;120,7891044;120,3155961;121,9694798;123,4348071
Azerbaijan;AZE;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0063923;0,0760521;0,2138606;0,4999961;0,8083475;4,5670837;5,1328779;8,8142716;9,4862393;12,4918433;17,0230842;25,9003999;37,9249771;50,8987475;72,7580132;85,0596099;98,5159034;108,1321708;106,7431224;105,3629953;108,3211865;108,4519054;102,1325853;100,5503910;101,8436601;105,0577494;100,5770470;104,8878056;106,8548072
Burundi;BDI;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0063544;0,0067664;0,0095065;0,0094596;0,0104493;0,0102728;0,0129446;0,2587330;0,5168172;0,7820798;0,9328296;1,4122612;2,0706809;2,6115832;3,3985310;5,8054805;10,5719406;18,3861230;20,2478856;22,9404402;24,9944481;30,4267154;46,5892332;49,1392720;53,0730370;54,9700299;55,0073946;54,2637346;61,6712823;57,9613014
Belgium;BEL;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0384109;0,0729580;0,1931237;0,3098568;0,4305411;0,5148657;0,6135903;0,6747587;1,2719107;2,3303951;4,7235122;9,5963199;17,2378706;31,1671893;54,8403395;74,6610619;78,2359500;82,7281196;87,3332395;91,3256165;93,0492135;100,7924480;105,7332365;109,0163124;111,7310290;114,0583084;111,6237760;110,9153557;113,9396941;113,5645872;110,9039753;99,7610433;99,9891253;99,9913558;99,7233283;101,1083743;101,8707731
Benin;BEN;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0173654;0,0436341;0,0672457;0,0954712;0,1070767;0,7927382;1,7332128;2,9437081;3,0835434;5,8182134;7,3166811;12,5642433;23,7260979;40,7048630;54,8742580;74,9008174;79,8365476;83,9602607;93,3912034;81,5879348;85,2294804;78,9735602;75,6507023;79,2406264;84,2105216;88,1181888;97,9601820;108,9652901
Burkina Faso;BFA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0049429;0,0137923;0,0243727;0,0436639;0,2124484;0,6219385;0,8788049;1,8271926;2,9446652;4,5657841;7,1010605;12,5908293;19,8984532;24,4320743;35,4154303;46,2703187;58,2929837;63,7368222;68,7644450;77,1817627;79,9151337;90,4744075;94,8333825;97,1976846;102,7626369;111,6631328;
Bangladesh;BGD;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0002247;0,0004408;0,0009549;0,0021224;0,0033368;0,0213046;0,0603134;0,1175498;0,2159554;0,3949253;0,8014026;0,9999765;2,0041541;6,3869382;13,4131247;23,8455457;30,6970124;35,0081329;45,7735465;56,1667898;63,8961041;75,6690066;81,3445981;83,2387531;85,1032410;93,2945805;98,8316870;100,0336994;105,2911628;108,9094426;105,2642491
Bulgaria;BGR;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0116123;0,0760370;0,2467685;0,3164720;0,8414507;1,5422116;4,2880065;9,1137080;19,2909397;32,5719108;44,2155085;60,1340239;79,9071607;106,2757886;128,2216717;135,8844328;136,9375706;134,3463722;138,8691830;143,9668370;141,1194769;128,6861675;125,7944108;123,8462766;118,8025553;117,8397093;115,3427025;113,8492750;114,7677533;117,4346239
Bahrain;BHR;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,1372735;0,3669379;0,5971002;0,8496070;0,9947470;1,3735140;1,7463524;1,9799357;2,9693858;4,5029318;6,3341952;8,9701552;13,6899911;19,2835770;28,9169040;41,0248721;51,9814947;56,9361495;77,9606720;85,0521276;93,4553750;107,2508102;129,7600831;118,8664576;129,1151861;139,7312217;173,3884708;175,1793056;177,6320346;184,9333623;212,4528521;162,3024312;140,7017898;128,4065325;119,8648500;131,4487123;145,4432145
Bahamas, The;BHS;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,7100662;0,7317303;0,9220741;0,8332061;;1,3687015;1,6226569;1,9989038;2,5593060;4,9679647;9,6992745;18,3708203;36,4545721;36,1097817;54,2152205;65,4883210;71,7359867;104,5665509;98,6920988;97,4881608;114,7626932;79,0554306;78,5214926;74,4198107;80,9089998;79,2402813;90,9651090;88,6020751;96,7158987;105,1785039;114,6450432;97,4226905;98,5387235
Bosnia and Herzegovina;BIH;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0383853;0,2223459;0,6119232;1,2667186;2,2344623;10,6011492;17,8348470;25,6895895;33,9726904;38,9411662;46,5199604;61,1402399;80,6167888;83,9981690;81,6101071;84,7224872;91,3772251;96,4274519;97,7631342;97,7072483;97,7896205;100,0016860;101,7919614;111,7477784;105,7638198;113,9969422;117,8877485
Belarus;BLR;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0,0000000;;;;;0,0000000;;;;;0,0000000;;;;;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0030915;0,0164576;0,0563675;0,0627416;0,0785219;0,1173550;0,2275549;0,4811884;1,3560061;4,5645021;11,1068304;22,3935149;41,2625339;60,3562640;70,8325862;83,0419339;99,2671640;106,1807277;110,1773960;110,1376877;114,6866580;117,6215475;118,0161060;117,8382404;117,5863907;119,8449004;120,1910673;121,4905530;122,7801287;123,4472552
